,artist_mb,artist_lastfm,country_mb,tags_mb,tags_lastfm
321,J. Cole,J. Cole,United States,rap; hip-hop; hip hop,Hip-Hop; rap; underground hip-hop; Jazz Hop; North Carolina; hip hop; j cole; seen live; american; underground rap; rnb; underground hip hop; alternative rap; East Coast; alternative hip-hop; Fayetteville; roc nation; underground; Conscious Rap; USA; hiphop; pop rap; pop; boring; 10s; east coast rap; southern rap; east coast hip hop; Conscious Hip Hop
323,Tyga,Tyga,United States,rap; hip hop; rap us,Hip-Hop; rap; hip hop; tyga; young money
324,Young Jeezy,Young Jeezy,United States,rap; hip hop; southern hip hop; gangsta rap; hyphy; chopped and screwed; hustle; trap rap,rap; Hip-Hop; Dirty South; southern rap; hip hop
325,B.o.B,B.o.B,United States,hip hop; southern hip hop; pop rap; contemporary r&b; conscious hip hop; trap rap,Hip-Hop; rap; hip hop; Dirty South; atlanta; seen live; american; pop; male vocalists; alternative hip-hop; rnb; alternative; southern rap; r&b; bob; USA; alternative rap; pop rap; georgia; Bobby Ray; alternative hip hop; ATL; 00s; grand hustle; urban
327,Bloodhound Gang,Bloodhound Gang,United States,rock; alternative rock; punk; american; usa; alternative; américain; post punk; dance-pop; alternative metal; funk metal; comedy rock; rap metal; rap rock; classic pop and rock; novelty; comedy rap,rock; alternative; alternative rock; punk; comedy; seen live; punk rock; crossover; american; rapcore; funny; Bloodhound Gang; Hip-Hop; pop; electronic; Comedy Rock; metal; pop punk; rap; 90s; fun; hard rock; USA; hip hop; dance; indie; pop rock; indie rock; post-punk; humor; emo; male vocalists; rap rock; hardcore; humour; Nu Metal; 00s; Pennsylvania; favorites; classic rock
341,Ice Cube,Ice Cube,United States,american; hip-hop; hip hop; gangsta rap; west coast hip-hop; pop rap; political rap; hip hop rnb and dance hall; west coast hip hop; boom bap; political hip hop; hardcore hip hop,rap; Hip-Hop; Gangsta Rap; west coast; hip hop; West Coast Rap; seen live; Ice Cube; old school; G-funk; hiphop; los angeles; California; 90s; american; gangsta; west coast hip-hop; nwa; hardcore rap; compton; old school rap; westcoast; Westside; 80s; west coast hip hop; west side; pop; rock; alternative; USA; south central; Gangster Rap; funk; underground hip-hop; Old School Hip Hop; racist; political hip-hop
346,Taio Cruz,Taio Cruz,United Kingdom,electropop; dance-pop; hip hop rnb and dance hall; contemporary r&b,rnb; pop; Hip-Hop; soul; taio cruz; dance; r&b; male vocalists; british; hip hop; electronic; urban; 00s; r'n'b; seen live; rap; singer-songwriter; london; male vocalist; electropop; hiphop; r & b; male; england; Electro-Hop; taio; House; upbeat; english; UK RnB; r n b; i just wanna know; sexy; r and b; taio cruz i just wanna know
348,Fabolous,Fabolous,United States,hip hop; hip hop rnb and dance hall,Hip-Hop; rap; hip hop; Gangsta Rap; new york; Fabolous; east coast rap; East Coast; rnb; hiphop; Brooklyn; seen live; american; soul; urban; gangsta; alternative; Fabo; Black; desert storm; pop; NYC; 00s; def jam; indie; male; chill; USA; Dirty South; r and b; Favorite Artists; male vocalists; Neo Soul; hardcore rap; Rap and Hip Hop; Fabulous; east coast hip-hop; hip-pop
363,Kendrick Lamar,Kendrick Lamar,United States,pop; hip hop; pop rap; west coast hip hop; boom bap; jazz rap; conscious hip hop; hardcore hip hop,Hip-Hop; rap; seen live; west coast; compton; California; hip hop; american; jazz rap; West Coast Rap; Conscious Hip Hop; underground hip-hop; west coast hip-hop; black hippy; kendrick lamar; conscious hip-hop; west coast hip hop; los angeles; hiphop; underground rap; USA; male vocalists; tde; funk; Jazz Hop; 10s; hardcore hip-hop; swag; Gangsta Rap; alternative hip-hop; pop rap; abstract hip-hop; 2010s; experimental hip hop
364,Cypress Hill,Cypress Hill,United States,american; hip-hop; hip hop; hiphop; rapcore; gangsta rap; rap metal; us; rock and indie; latin rap; west coast hip hop; boom bap; brostep,Hip-Hop; rap; rapcore; hip hop; seen live; alternative; Gangsta Rap; Cypress Hill; Latin Rap; rock; american; hiphop; west coast; 90s; West Coast Rap; hardcore rap; crossover; alternative rap; latin; California; stoner; weed; old school; metal; marijuana; rap rock; los angeles; alternative hip-hop; rap metal; USA; Stoner Rap; chillout; underground hip-hop; hardcore; west coast hip-hop; alternative rock; Chicano Rap; oldschool rap; gangsta; latin hip-hop
368,R. Kelly,R. Kelly,United States,pop; american; hip-hop; hip hop; soul; rnb; pop rap; neo soul; new jack swing; hip hop rnb and dance hall; pop soul; r&b; contemporary r&b,rnb; soul; Hip-Hop; rap; hip hop; r&b; pop; r and b; male vocalists; r kelly; 90s; chicago; american; rhythm and blues; R.Kelly; urban; seen live; R. Kelly; 00s; slow jams; Rkelly; male vocalist; r'n'b; dance; new jack swing; pedophile; hiphop; Neo-Soul; pedo; USA; sexy; singer-songwriter; romantic; shit; Illinois; contemporary rnb; music to pee on girls to; quiet storm; Officially Shit; black music
373,DMX,DMX,United States,performance name; american; hip-hop; hip hop; horrorcore; hip hop rnb and dance hall; conscious hip hop; east coast hip hop; hardcore hip hop; http://www.allmusic.com/album/flesh-of-my-flesh-blood-of-my-blood-mw0000046117,rap; Hip-Hop; Gangsta Rap; hip hop; dmx; East Coast; east coast rap; hardcore rap; new york; hiphop; american; Ruff ryders; gangsta; rnb; 90s; hardcore; seen live; east coast hip-hop; rock; alternative; USA; hardcore hip-hop; pop; NYC; Real hip-hop; urban; Baltimore; metal
379,Big Sean,Big Sean,United States,pop rap,Hip-Hop; rap; hip hop; good music; big sean; Michigan; detroit; seen live; alternative hip-hop; Wiz Khalifa; american; yung dynasty; swag; hipster rap; midwest rap; west coast; male vocalists; Kanye West; detroit rap; michigan rap; pop; new wave; progressive rap; new hip-hop artist; USA; dance; alternative rap; Midwest; Hip Hop/Rap; hip-hop/rap; boi; vocal; dirty; club; porn; marijuana; horny; pop rap; weed; Movies; United States; santa monica; All; Lil Wayne; white rap; stellar; fuck music; Drake; GANGBANG MUSIC; kayne west; Ill Shit; powerfuck; tyga; Deebo Mac; Finally Famous; plus tax philly
391,Wale,Wale,United States,hip hop; rnb,Hip-Hop; rap; hip hop; DC; Go-Go
400,The Roots,The Roots,United States,rock; jazz; hip-hop; hip hop; band; soul; live; us; hip hop rnb and dance hall; conscious hip hop; east coast hip hop,Hip-Hop; rap; hip hop; seen live; soul
402,Sean Paul,Sean Paul,Jamaica,pop; reggae; electropop; rnb; dance-pop; dancehall; reggaeton; hip hop rnb and dance hall; ragga; r&b; pop reggae; gg,dancehall; reggae; Hip-Hop; rnb; rap; hip hop; dance; Sean Paul; seen live; pop; jamaica; ragga; jamaican; Reggaeton; male vocalists; hiphop; rock; electronic; soul; 00s; alternative; r&b; dance hall; dancehall reggae; electronica; urban
405,Trey Songz,Trey Songz,United States,hip hop; electropop; pop rap; hip hop rnb and dance hall; r&b; contemporary r&b,rnb; soul; male vocalists; urban; trey songz
411,Faithless,Faithless,United Kingdom,trip-hop; trance; electronic; downtempo; rap; house; techno; progressive house; trip hop; united kingdom; dance and electronica; maxi jazz,electronic; trip-hop; dance; House; electronica; seen live; trance; british; alternative; chillout; Faithless; techno; trip hop; ambient; electro; downtempo; UK; pop; 90s; Progressive House; rock; club; progressive trance; female vocalists; indie; Hip-Hop; chill; rap; english
413,P.O.D.,P.O.D.,United States,alternative rock; nu metal; new metal; alternative metal; rapcore; christian rock; rap metal; christian metal; rap rock,Nu Metal; rapcore; rock; alternative; metal; alternative rock; christian; hard rock; christian rock; Nu-metal; alternative metal; seen live; american; christian metal; POD; crossover; reggae; rap metal; hardcore; USA; punk; rap; 90s; new metal; heavy metal; Christian Rapcore; Reggae Rock; christian nu metal; punk rock; rap rock
415,N*E*R*D,N*E*R*D,United States,rock; pop; hip-hop; hip hop; band; funk rock; pop rock; pop rap; rap rock; hip hop rnb and dance hall; contemporary r&b,Hip-Hop; rap; seen live; alternative; hip hop; rock; funk; pop; indie; rnb; NERD; american; alternative rock; soul; alternative rap; neptunes; hiphop; Funk Rock; alternative hip-hop; electronic; dance; Pharrell; experimental; electronica; the neptunes; Neo-Soul; 00s; urban; USA; virginia; funky; r and b; rap rock; alternative hip hop; N.E.R.D; indie rock; male vocalists
423,Busta Rhymes,Busta Rhymes,United States,hip hop; hip hop rnb and dance hall,Hip-Hop; rap; hip hop; Gangsta Rap; East Coast; Busta Rhymes; new york; seen live; hiphop; east coast rap; american; 90s; Brooklyn; pop; gangsta; rnb; male vocalists; USA; east coast hip-hop; dance; busta; hardcore rap; soul
431,Common,Common,United States,hip-hop; hip hop; alternative; conscious; hip hop rnb and dance hall,Hip-Hop; rap; hip hop; soul; alternative rap; seen live; chicago; common; hiphop; underground hip-hop; Conscious Rap; american; indie; alternative hip-hop; rnb; Jazz Hop; alternative; underground rap; conscious hip-hop; Conscious Hip Hop; 90s; smooth; Neo-Soul; Real hip-hop; conscious; jazz rap; jazz; chill; Neo Soul; native tongues; 00s; alternative hip hop; chi-town; chillout; good music; okayplayer; political; underground hip hop; political rap; Common Sense; funk; Illinois; Great Lyricists; Midwest
438,A Tribe Called Quest,A Tribe Called Quest,United States,american; hip-hop; hip hop; alternative hip-hop; progressive hip-hop; hip hop rnb and dance hall,Hip-Hop; rap; hip hop; Jazz Hop; funk; new york; jazz; old school; jazz rap; 90s; hiphop; underground hip-hop; east coast rap; alternative rap; East Coast; native tongues; seen live; american; a tribe called quest; alternative hip-hop; jazz-rap; Old School Hip Hop; queens; NYC; Real hip-hop; alternative hip hop; soul; urban; jazz-hop; alternative; east coast hip-hop; old school rap; old school hip-hop; east coast hip hop; chillout; USA; golden age; Conscious Hip Hop; underground rap; q-tip; boom bap; real hip hop; chill; underground hip hop; Conscious Rap; jazzy; smooth; beats; acid jazz; underground; Classic Hip Hop
445,Mary J. Blige,Mary J. Blige,United States,hip hop; neo-soul; soul; dance-pop; adult contemporary; new jack swing; hip hop rnb and dance hall; uk bass; r&b; contemporary r&b,rnb; soul; female vocalists; Hip-Hop; urban; r&b; hip hop; mary j blige; pop; american; 90s; r and b; rhythm and blues; rap; female vocalist; hip hop soul; mary j. blige; seen live; diva; female; Neo-Soul; 00s; new york; singer-songwriter; r'n'b; dance; funk; hip-hop soul; hiphop; contemporary rnb; jazz; Neo Soul; smooth; slow jams; Black; USA; MJB; sexy; Love; Queen; legend; divas; mary j; RNB SOUL; rock; funky; black music
452,DJ Shadow,DJ Shadow,United States,trip-hop; electronic; american; hip-hop; hip hop; usa; composer; américain; turntablism; compositeur; rock and indie; experimental hip hop; instrumental hip hop,trip-hop; electronic; Hip-Hop; turntablism; electronica; seen live; chillout; hip hop; downtempo; instrumental hip-hop; trip hop; dj; instrumental; experimental; ambient; abstract hip-hop; DJ SHADOW; american; indie; alternative; funk; instrumental hip hop; breakbeat; Hann with Gun; electro; rap; hiphop; beats; chill; 90s; ninja tune; jazz; sampling; plunderphonics; idm; breaks; USA; dance; California; abstract hip hop; underground hip-hop; Drum and bass; rock; techno; experimental hip hop
458,Kelis,Kelis,United States,pop; vocalist; neo-soul; soul; electropop; pop rap; electro house; rock and indie; r&b; contemporary r&b,rnb; Hip-Hop; female vocalists; pop; soul; seen live; hip hop; dance; rap; electronic; american; r&b; Kelis; female; urban; House; sexy; 00s; electronica; female vocalist; alternative; funk; 90s; rock; Neo-Soul; electropop; new york; hiphop; r and b; chillout; singer-songwriter; USA; Neo Soul; funky; rhythm and blues; r'n'b; indie; neptunes; electro; black music; experimental; Black; contemporary rnb; chill; indie pop; party
459,Morcheeba,Morcheeba,United Kingdom,down-tempo; electronic; downtempo; pop; british; hip hop; uk; britannique; electronica; pop rock; trip hop; dance and electronica; pop soul; electonic,trip-hop; chillout; electronic; female vocalists; downtempo; seen live; electronica; alternative; british; pop; trip hop; lounge; Morcheeba; chill; ambient; indie; easy listening; UK; female vocalist; 90s; rock; relax; triphop; acid jazz; chill out; jazz; Mellow; female; soul; sexy; funk; electro
464,LMFAO,LMFAO,United States,electronic; pop; dance; electro; electropop; pop rap; electro house; comedy rap; dupe recordings 2013; awesomename,electronic; Hip-Hop; electro; Crunk; hip hop; dance; pop; seen live; american; Electro-Hop; lmfao; electronica; electropop; rap; party rock; male vocalists; electro hop; party; House; club; USA; shit; electronic rap; los angeles; alternative hip-hop; dance-pop; electro house; Crap; crunkcore; alternative; California; guilty pleasure; awful; horrible; the worst thing ever to happen to music; talentless
465,Gucci Mane,Gucci Mane,United States,rap; hip hop; rapper; trap,Hip-Hop; rap; Dirty South; southern rap; gucci mane; trap; Crunk; hip hop; atlanta; trap rap; trap music; Gangsta Rap; Burr; american; Southern Hip Hop; gucci; southern hip-hop; brick squad; pop rap; georgia; 1017 Brick Squad; male vocalists; seen live; ATL; bricksquad; 1017; trap god; Alabama; All; swag; Crunk Shit; waka flocka flame; 1017 bricksquad; real trap shit; USA; underground hip-hop; Avant-Garde; Dope; guilty pleasure; 00s; underground hip hop; south; flow; Atlantic; 2 Pac; asylum; Dirty South rap; real recognize real and this nigga the realest; anal-driven fecalomatateus; Trap Muzik; SO ICEY; trap house; Trap Star; zone 6; mack10; best rapper of all time; squad; east atlanta; icey boyz; So Icey Ent; GuWop; bitch i might be
475,Pharrell Williams,Pharrell Williams,United States,pop; hip hop; soul; pop rap; pop soul; contemporary r&b,Hip-Hop; rnb; rap; hip hop; seen live; pop; funk; american; neptunes; soul; r&b; male vocalists; dance; USA; electronic; singer-songwriter; happy; producer; pharrell williams; the neptunes; star trak; rhythm and blues; overrated; pop rap; virginia; virginia beach; United States; N.E.R.D; Pharrell; pharell; Disco; Female fronted metal; chillout; electronica; trip-hop; electropop; rock; alternative; alternative rock; female vocalists; urban; hair metal; House; 90s; funky; top; gay; composer; Reggaeton; male vocalist; female vocalist; queercore; dance pop; 00s; shit; rapcore; 5 Stars; Neo Soul; Neo-Soul; Funk Rock; 1992; fuck yeah; 2010s; goregrind; homocore; Officially Shit; Brutal Death Metal; nsbm; 2014; ministry of sound; Gay Metal; NERD; Hip Hop/Rap; r'n'b; All; a campire and a tent and a flashlight and some matches and a tree and that river and my glasses and a spaceship and a really really big bear but the bear is really really far away; drops wet cement on unsuspecting crippled children; a place for people with that tiny black spot on their brain to go when the darkness leaks out and does what it wills; Erotic; BE; all things annoying in the world put together into one stupid bitch; approximately 1000 times less pleasant than EXTREME ANAL CAVING; nu disco; My Favorites; true metal; True Norwegian Black Metal; true black metal; brutal deathcore; Rapper; seen live x2; gaycore; nazi; male artists; the worst thing ever to happen to music; natural; crimes against humanity; hiv positive; douchebag; shit only a fag would listen to; shit only a retard would listen to
